Position,City,Population,Area,Density
173,São João do Jaguaribe,7645,280456,27.2591779102604
174,General Sampaio,7618,205.81,37.0147223166999
175,Senador Sá,7623,423919,17.9822088653729
176,Altaneira,7586,73295,103.499556586397
177,Antonina do Norte,7353,260104,28.2694614461908
178,Ererê,7198,382707,18.8081221404364
179,Pacujá,6533,76128,85.8159941151745
180,Potiretama,6419,410338,15.64320145831
181,Baixio,6228,146433,42.5313966114196
182,Guaramiranga,5193,59436,87.3712901271956
183,Granjeiro,4844,100127,48.3785592297782
